rank,Video,Video views,Likes,Dislikes,Category,published
668,Please save the baby😭,"76,133,774",2746942,0,10,20
669,FUNNIEST EXPLODING BASKETBALL MOMENTS 🏀💥,"67,630,800",1901288,0,10,20
670,Passo Bem Solto (Ultra Slowed),"4,678,071",57629,0,7,20
671,injection with green tamatos,"81,323,847",189564,0,2,20
672,Best Perspectives of @jordikoalitic ☠️..,"141,469,074",2296129,0,3,20
673,AI-Generated: Learn the Importance of Road Safety (Part 1) #aivideo,"69,350,734",307889,0,10,20
674,偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物,"685,189",30320,0,7,19
675,Keşke,"8,730,489",128682,0,7,20
676,Amigos y Enemigos Almighty,"1,099,456",8224,0,7,19
677,Ne Ağlarsın Benim Zülfü Siyahım (feat. Celo),"676,986",1780,0,7,20
678,"Moncho Chavea, Oscar El Ruso, Samueliyo Baby, Samuel G - PAM PAM","1,590,709",13425,0,7,19
679,If You Ask Me What Love Is,"6,299,705",34472,0,7,19
680,"JENNIE, Doechii - ExtraL (Official Video)","38,076,762",1924672,0,7,20
681,Struggling with a new Phone,"1,451,235",16223,634,3,12
682,Big Bang Theory - Why Sheldon does not celebrate christmas,"1,684,744",4911,135,1,5
683,Saugella 4Ever,"1,159,214",0,0,7,15
684,метеорит Хакасия 06 12 2016,"1,344,770",8338,351,0,11
685,Rocky Balmoto,"2,218,572",10869,1626,10,11
686,Charlie vs Swayze,"2,740,111",5818,289,10,9
687,Dave Chappelle on Martin Lawrence and Hollywood Culture,"1,135,513",6993,85,10,9
688,PANEK subskrypcja,"2,048,773",20,2,7,14
689,La lozione anticaduta TRINOV è finalmente in farmacia,"2,023,816",42,37,7,13
690,Don't Try This At Home,"1,282,361",180,66,10,11
691,BBC Weatherman Caught Giving Middle Finger on Stage,"510,985",3000,156,8,5
692,Lina Hinestroza es una muestra de lo que somos | Synlab,"825,829",6,1,7,14
693,Irie Maffia: Hands In The Air,"1,944,899",5590,107,7,3
694,Pirate War: Age of Strike (Playwar Strategy Game official video),"999,009",152,70,10,12
695,Man streaming paid main event fight on facebook caught by foxtel,"874,365",2262,494,10,12
696,MMA Fighter KO's Ring Card Girl,"1,163,800",78,257,1,11
697,Amazing dog saves another dog by Rafael Franciulli perro rescata otro perro,"1,623,506",2602,528,7,12
698,Sound of Music | Central Station Antwerp (Belgium),"32,829,385",67866,1405,3,4
699,Cute Golden retriever rescuing her teddy bear,"2,789,609",12852,427,10,8
700,"A Leopard Hunting A Wild Boar -  Yala National Park, Sri Lanka - A WalkWithJith tour","12,939,960",2304,4304,14,6
701,Collateral - Tactical Draw Hip Shot [HD],"1,012,866",2735,122,3,7
702,2009 2010 car crashed - MUSIC SUCKS,"1,312,023",942,484,0,4
703,Autos Waschen für Kinder - Android Spiel von Google Play,"743,942",85,54,2,12
704,"50만 유튜버 엠알이 인정한 아쿠아픽 구강세정기, 아직도 안쓰세요?!","995,595",8,26,7,14
705,Масштабная драка на матче Барселона - Реал.mp4,"651,436",331,80,13,6
706,hipnotize,"9,248,421",7999,1268,6,2
707,Fake lenovo subwoofer,"896,059",2624,93,1,8
708,ахах*,"48,947,998",9522,9893,10,5
709,Подборка невероятных удач 3,"10,235,025",20874,1453,10,6
710,Andrea Dellacasa  Sacandose ropa interior - Asi Somos [completo],"62,614,185",6877,7171,3,5
711,In Flames - Trigger,"8,393,871",30145,709,7,1
712,1 Guy KOs 7 Guys,"3,492,694",4014,2081,13,6
713,It happens only in India !!!,"3,102,872",10975,195,3,6
714,Rubi de #LosXvdeRubi abucheada en los Premios MTV Miaw 2017,"601,433",2164,524,10,12
715,real transformers,"957,498",411,182,4,2
716,Plaza English,"710,850",40,6,4,10
717,EKV - Krug (spot),"2,819,880",6306,141,7,4
718,Food defender! Puppy vs ducks.,"1,628,501",2798,123,3,6
719,Fisher Price Laugh & Learn Fun With Friends Musical Table,"54,091,018",8602,10707,5,4
720,"Hups Baby Club, Slovakia","18,376,221",12785,1726,10,4
721,Hans Zimmer - Black Hawk Down (Main Theme),"18,846,951",57057,1006,4,3
722,Cat pushes dog into swimming pool,"682,941",1811,186,1,10
723,All Football Intro,"1,984,750",197,106,10,12
724,"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario","1,257,621",6113,2075,9,11
725,Barbara Weldens - Du pain pour les réveille-matin,"1,509,526",1070,114,10,10
726,Gruzi - Don't let me down,"1,089,084",4492,91,7,12
727,【100万再生回数達成】★大阪人気ナンバーワンのエステサロン★1分間ポンポンするだけで究極リフトアップ,"1,017,738",3326,2277,10,12
728,Scuba instructor pulls kitchen knife out of shark's head in Cayman,"2,083,069",1962,175,10,12
729,Flying Phoenix Tattoo ORIGINAL VIDEO!,"2,109,447",823,45,4,12
730,"Coldplay covers Linkin Park's ""Crawling""","1,034,276",5518,468,7,12
731,AND1 STREETBALL [Knock On Wood],"868,433",1081,47,13,2
732,И как это называется?,"545,044",1706,3138,10,11
733,Intrepid Fallen Heroes Fund,"715,609",32,6,7,12
734,Messi  loses tooth,"672,977",888,1455,10,12
735,LOTR cast make fun of Orlando Bloom,"2,756,627",12934,195,4,6
736,Baby argues with Dog,"2,594,516",3122,307,1,9
737,Brother just sent me this,"622,782",8883,348,3,12
738,150 Car Pile-Up on Michigan Highway I-94,"3,658,799",4636,508,10,10
739,ARTH 2 Theatrical Trailer | Arth The Destination Official Trailer 2017,"1,342,169",8347,14,3,12
740,Dany Boon rend hommage à sa maman et Johnny Hallyday,"1,125,194",2,0,8,12
741,Doce Novembro - Creed - With Arms Wide Open,"2,389,729",2464,56,7,2
742,מהפכת הגגות הסולאריים יוצאת לדרך!,"980,441",5,1,7,14
743,Evie's first sip of Coke,"2,098,844",9508,1647,10,12
744,Ottawa cyclist struck by car!,"1,379,955",5540,262,10,12
745,Dog Saves Deer... Good Boy Storm,"1,591,632",5595,207,2,12
746,50 Cent: Blood on the Sand Trailer,"2,786,159",3261,515,3,3
747,Audi used car commercial in China. Full of sex discrimination,"818,670",558,1476,10,12
748,McDonald's drive thru,"726,293",9536,207,10,11
749,This ain't my phone...,"2,049,699",1565,255,7,12
750,Happy Birthday Cody,"734,558",7194,191,3,6
751,Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,"498,941",4783,182,10,12
752,Piccola - Piccola (Official Fan Video),"1,650,882",4499,189,7,12
753,ウマウマハルヒ,"853,961",627,207,4,3
754,(THE ORIGINAL FIRST VIDEO) Hidden inappropriate drawing in Maya the Bee!,"661,841",1657,420,10,12
755,Parks and Recreation called it back in 2015. Cubs World Series 2016!,"205,257",1557,113,14,11
756,Tom Waits - Falling Down,"858,697",1980,48,7,3
757,Keep Well Keeping Active,"1,883,570",2,3,7,16
758,How Do I Straighten My Teeth? See An Orthodontist,"30,153,971",387,244,7,12
759,Corona - #ThisIsLiving,"2,699,904",53,2,10,11
760,เอ็ทน่า ประกันสุขภาพ พร้อมดูแลคุณในทุกช่วงชีวิต,"3,326,126",14,3,7,13
761,When your Amish town is frozen,"512,991",4645,135,10,13
762,キャットフード　LUNA Web CM　15秒ver.｜ペットライン,"1,132,972",19,0,7,14
763,Jonas Paul Eyewear - Affordably Cool Kids Glasses,"1,410,355",11,1,7,14
764,"Emma, Le Trefle","12,521,358",14962,330,10,8
765,#YoNoTrabajo,"22,829,976",1426,70,10,13
766,En 2021 voyagez en camping-car !,"641,248",0,0,7,16
767,BUDDAY SHUDDAY- ITC Master Chef Frozen Snacks,"8,558,301",24,0,7,14
768,АВТО_ПОДСТАВА НЕ УДАЛАСЬ,"2,424,328",3130,267,0,6
769,ウラジェニック～映えの裏側～,"661,853",2,0,7,14
770,Stasi peeing her pants,"1,950,860",560,281,1,4
771,Captain on United flight deals with some politics,"730,494",600,53,8,11
772,Sign Language during our Wedding- 2015,"2,420,783",2166,82,10,11
773,社長、コブダイ頼子にkiss!　波左間海中公園20150119,"2,185,266",1921,66,10,10
774,Случился взрыв на станции метро Технологический институт,"2,353,696",2793,4727,6,12
775,Premier Mot,"14,025,612",20,3,1,14
776,Horizon League Tournament: Oakland vs Youngstown State,"1,379,497",111,75,1,9
777,Niemand liebt Autos mehr als willhaben | Spot 2,"10,876,985",49,15,0,14
778,"COREOGRAFIAS RAUL CHARLO, BAILE MODERNO","2,602,204",720,201,3,2
779,PA PANAMERICANO EL ORIGINAL,"25,349,977",28213,1986,7,5
780,Jade Foret et Arnaud Lagardere,"2,592,135",429,2007,10,6
781,Make a cigarette float,"720,739",144,281,6,2
782,Oasis' Noel Gallagher assaulted on stage in Toronto--2008-09-07,"2,389,276",2342,255,7,3
783,El Aeromodelismo,"742,498",677,146,13,3
784,"US Open Surfing - Huntington Beach, CA","4,040,497",860,764,3,3
785,David Cook and David Archuleta Guitar Hero Commercials!,"2,911,092",8025,495,3,3
786,Pep's - Liberta ( VerSiOn KaraOké ),"1,053,812",929,77,7,2
787,The Strokes - New York City Cops (High Quality Live),"6,012,403",14002,286,7,2
788,I slept with my teacher,"9,844,002",1998,2357,4,2
789,canon,"1,151,211",3600,303,7,1
790,"Red Hot Chili Peppers "" Californication "" ( LIVE )","1,318,163",4440,74,7,3
791,Tom Cruise Scientology Video - ( Original UNCUT ),"14,240,339",91156,18041,3,3
792,Daredevil Trailer,"1,533,971",1562,132,4,2
793,Japonista Legend   Japonista Sole Version,"3,570,199",301,387,4,5
794,"chien qui chante ""petit papa noel""","7,560,798",4719,1735,11,1
795,disney world top 10 rides,"757,817",575,141,3,4
796,"Before a Bush Speech, this happens","10,269,774",11244,3604,1,2
797,"Túlio Maravilha, o maior atacante do Brasil nos anos 90, faz de bicicleta o 972º gol da carreira","1,132,362",536,204,13,6
798,Buttons-The Pussycat Dolls- A Music Video by Cameron Perrins,"1,370,046",1661,548,7,2
799,AH-64 in action kabul afganistan part.1,"2,144,229",3187,629,0,2
800,OYSHO_SPORT,"32,808,096",12,4,7,14
801,7 Things To Do Before I'm 30- Trailer,"3,675,488",2497,267,3,3
802,Maradona_Dribble_skill,"5,154,149",4152,158,13,1
803,touch n go hercules R/C,"693,502",226,19,3,2
804,MC Chaves Canta Funk do Jeremias (ORIGINAL),"8,846,667",9158,1147,1,2
805,Flo-Rida - Low routine,"13,329,843",10448,1373,3,2
806,Brooke gets a tattoo,"17,642,798",2103,1621,10,2
807,Tenue de Soirée Christophe Maé Gad Elmaleh,"1,274,697",1641,102,7,2
808,Eddie Sachs and Dave MacDonald fatal Crash @ Indy 500 1964,"1,193,770",354,37,13,2
809,Super fast police reaction to a road rage,"2,908,526",2,0,0,6
810,Trafalgar Law,"650,699",771,87,4,4
811,ホッキョクグマ　赤ちゃんの悲劇,"1,206,374",199,260,11,4
812,The greatest goal to be ever waved off,"951,692",1541,178,13,6
813,Naruto german opening,"2,082,329",27628,1967,3,2
814,Los 25 animales mas raros del mundo AFIRMAN LOS CIENTIFICOS,"1,051,406",516,811,0,4
815,Fiat 500  vs  Nissan 350z,"2,110,577",1437,146,0,1
816,Britney Spears ft. Rihanna-S&M Live at Billboard Awards 2011,"1,475,634",2487,267,7,6
817,Камаз видео (Село Вырыпаево - Мордовия)№4,"1,015,248",236,152,0,7
818,The Automated Max Cantilever,"1,567,738",11,0,7,13
819,Girl honks at ship,"12,100,810",69506,3924,0,7
820,Упало,"1,198,916",2351,1747,10,11
821,11/2/16 Chicago Cubs World Series Champs! Wrigley / Skyline of Chicago - Celebrate! Party!,"1,045,871",2549,83,10,11
822,60 Year Old Kills Hip-Hop Routine!!,"4,352,952",10647,161,10,10
823,"Trump: If Ivanka weren’t my daughter, I'd be dating her","1,528,271",1557,1211,1,10
824,Саянский метеорит.,"701,308",2013,3013,10,11
825,EPIC Drum Solo FAIL!,"3,865,978",22231,900,1,6
826,Bertolucci over Maria Schneider,"4,117,228",851,1937,4,8
827,Lil Loaded ft. YG - “Gang Unit Remix” (Official Video),"1,736,200",127492,1363,7,15
828,Snapask Singapore | Effective Learning You Can Trust,"601,993",7,1,7,15
829,Voter Information Card (16x9 - 15 seconds) | Elections Canada,"1,898,564",2,0,7,16
830,Real Gunfighter Lance Thomas on Justic Files,"1,063,456",6840,0,8,4
831,Home with dada - Time Lapse,"38,509,445",27675,0,3,7
832,吳青峰 - （......催眠大師）（feat. Maîtrise Saint-Marc - Les Choristes）,"729,068",3681,0,7,17
833,ALL-NEW Villain Xtreme Foam Face Wash | Get Your Grooming Game On With Superstar Yash,"20,177,611",118,0,7,18
834,Laissez Toulouse vous inspirer - MEETINGS,"2,396,085",10,0,7,15
835,أبرز إنجازات solutions في عام 2021 #رواد_المستقبل_الرقمي,"1,934,789",2,0,7,17
836,Big Homiie G - Who Got It (Official Video) ft. Finesse2Tymes,"865,867",24156,0,7,17
837,Amazon Fresh - Try the Amazon Dash Cart,"77,123,469",159,0,7,16
838,Het Overheersbeestje (20sec),"7,829,229",25,0,7,14
839,Console Connect: Making life easier for network engineers,"928,250",3,0,7,17
840,Көзмоншағым (Remix),"852,325",2558,0,7,17
841,Robot tagliaerba autonomo senza filo perimetrale con perimetro virtuale,"3,443,901",0,0,7,18
842,"Daha iyi bir ben için, bu Form kendim için!","10,514,303",15,0,7,17
843,Train- Drive by (with lyrics),"14,018,313",32918,0,7,7
844,Brenda Lee - Rockin' Around The Christmas Tree (Official Music Video),"2,605,084",55604,0,7,18
845,"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Lyric Video)","1,891,769",33390,0,7,18
846,Negramaro - Ricominciamo tutto (Sanremo 2024),"1,095,011",14122,0,7,19
847,Insta Vs Reality 😲😍 #travel #unrealplaces #explore #nature,"73,165,517",2967591,0,14,19
848,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) (Yes or No (Feat. 허윤진 of LE SSERAFIM,...","10,642,441",69340,0,7,19
849,SYLVANIAN FAMILIES BABY AMUSEMENT PARK 15 SEC,"7,090,783",4,0,7,17
850,Shaboozey - A Bar Song (Tipsy) [Official Visualizer],"4,941,173",121986,0,7,19
851,PIRTEK | Hydraulikschlauch Reparatur vor Ort | 24 Stunden Service,"865,065",62,0,7,11
852,Eden Muñoz - Mi Primer Día Sin Ti (Video Oficial),"3,304,460",40451,0,7,20
853,İNTİHAR,"869,318",9477,0,7,19
854,Into You (네가 내 마음에 자리 잡았다 (Into You)),"2,594,431",22542,0,7,19
855,CGX Shampoo 15seg,"32,562,851",1706,0,7,17
856,"Olly, Angelina Mango, JVLI - Per due come noi (Official Video)","3,822,060",38443,0,7,19
857,Minimum ça,"680,629",11809,0,7,19
858,"Asake, Travis Scott - Active (Official Video)","6,232,792",184120,0,7,19
859,GELO - Can You Please (Lyric Video) ft. GloRilla,"1,404,690",70327,0,7,20
860,Los Presidentes,"712,072",8473,0,7,19
861,Luck Ra - UN CLAVO,"1,963,336",24553,0,7,20
862,Addison Rae - High Fashion (Official Video),"2,568,713",124089,0,7,20
863,Ya Fui Negro Ya Fui Blanco,"705,581",10643,0,7,20
864,These Little Moments 🥹🤍 #toddler #siblings #cute,"69,659,013",1117902,0,6,19
865,Ректальные Рейнджеры - Грязная работенка!,"1,058,118",1790,955,9,11
866,The Smokey Life - With Lyrics (Leonard Cohen),"1,701,700",1514,64,7,5
867,Head & Shouders - Ampollas Hidratación intensiva,"1,437,127",5,2,10,9
868,Out Of The Furnace -- Official Trailer,"1,479,394",301,40,3,8
869,Лікування туберкульозу в Україні - безкоштовно у сімейного лікаря. Прикінчимо епідемію разом!,"728,763",133,14,7,13
870,Pennsylvanians: Help your hospital!,"774,430",0,0,7,15
871,Leverage: Redemption - Official Trailer | IMDb TV | Coming July 9,"9,056,254",3856,34,7,16
872,Luke Hemmings - Starting Line (Official Video),"635,002",129469,179,7,16
873,The #1 Pharmacist Recommended Brand,"14,234,392",37,24,7,15
874,Wild Child - Enya,"9,598,411",11951,0,3,1
875,What goes around (comes around) - Lyrics,"1,347,605",3001,0,7,1
876,"Spongebob ""The Soldier of Love""","25,610,196",14378,0,7,2
877,"Beéle, Myke Towers, Feid - Barranquilla Bajo Cero (Official Video)","8,254,128",198513,0,7,17
878,Ayra Starr - Rush,"17,367,547",272550,0,10,17
879,Din Cauza Ta,"692,770",5164,0,7,17
880,#BikeIsBest | There has never been a better time to ride a bike,"2,772,378",186,0,7,15
881,Save Water. Save California.,"5,175,299",9,0,7,17
882,"Meet Dr. Shecarra Cook, ACU Online Graduate","2,083,923",11,0,7,17
883,Southeastern Oklahoma State University | Determined to Learn,"1,957,395",2,0,7,16
884,Why Buy Travel Insurance?,"3,583,264",115,0,7,12
885,Regina Power PL,"13,378,102",2,0,7,18
886,JCB Indonesia New Brand Ambassador - Luna Maya | JCB,"1,191,811",2,0,7,18
887,吳青峰 - （……小王子）（feat. 大橋三重唱）,"758,113",2955,0,7,17
888,Neutro Balance | Una piel en balance te conecta con lo que amas,"14,265,064",18,0,7,17
889,Get inspired and unleash your creativity in the kitchen |  RiceSelect®,"1,405,618",7,0,7,17
890,XCOPRI® (cenobamate tablets) CV Commercial,"4,890,361",48,0,7,16
891,Фортеця Бахмут,"700,921",20921,0,7,18
892,"Chu,Tayousei.","739,527",17094,0,7,17
893,Official髭男dism - Subtitle [Official Video],"22,449,034",240778,0,7,17
894,Anas feat. Soolking - Sur Pp (Clip officiel),"8,075,765",127110,0,7,18
895,Ocean Spray® | What Will You Do With All That Power?,"22,454,152",131,0,7,17
896,Mephisto,"832,845",21237,0,7,18
897,Shop Groceries Online with Fast Lane,"769,638",4,0,7,16
898,Slim Chickens 2018 TV Commercial - Variety,"1,727,971",2,0,7,13
899,Collect More Verified Customer Ratings and Reviews with Shopper Approved: An Introduction Video,"702,178",13,0,7,15
900,Cıstak x Ne,"903,229",5919,0,7,19
901,Tak Ingin Usai,"814,482",6594,0,7,18
902,Supernova,"27,166,456",123748,0,7,19
903,Destroy Lonely - if looks could kill (Official Music Video),"830,566",58361,0,7,18
904,Arjan Vailly,"5,460,189",64375,0,7,18
905,Take the First Step Towards a Meaningful Career,"1,822,083",33,0,7,14
906,White (화이트 (White)),"8,226,081",25232,0,7,18
907,Enchanteur Body Lotions & Creams - Irresistibly Silky Soft Skin,"9,658,124",422,0,7,18
908,My Love,"583,139",10498,0,7,19
909,Amapola,"952,452",18255,0,7,19
910,Можно я с тобой,"1,356,781",37200,0,7,19
911,Ship Sticks: Send Your Golf Clubs Ahead,"1,783,373",13,0,7,13
912,Isadora Pompeo - Aliança (Ao Vivo),"1,535,732",30924,0,7,19
913,Trueno - PULL UP! (Official Video),"1,434,999",86484,0,7,19
914,Tengo Un Plan (Remix),"2,381,406",41572,0,7,19
915,"J.P., NLE Choppa - Bad Bitty (Remix) [Official Music Video]","987,265",46378,0,7,19
916,"Kevin AMF, Omar Landell - Blair (Video Oficial)","2,762,811",51542,0,7,19
917,Best Perspectives of @jordikoalitic ☠️..,"124,380,183",2347710,0,3,20
918,Yo Vengo De La Nada,"592,930",13705,0,7,19
919,What happened with petrol ⛽️ theif?,"86,474,636",770294,0,10,20
920,Nanpa Básico - Cuando Vienes (Official Video),"686,747",24507,0,7,19
921,走れSAKAMOTO / Vaundy：MUSIC VIDEO,"2,945,781",25949,0,7,20
922,Whiplash,"26,339,205",125508,0,7,19
923,ETA (RMX),"1,036,672",33644,0,7,19
924,camera shutter speed matches helicopter`s rotor,"3,682,223",53493,581,10,12
925,Self-Driving Uber running red light,"1,872,637",5143,3969,0,11
926,Man destroys yellow jacket nest with bare hands ORIGINAL,"1,655,964",9915,477,1,12
927,Reservations.com - Saves You Time & Makes Booking Easy!,"1,122,738",2,2,7,13
928,Scarlett Johansson for Grandma,"1,635,974",2457,274,3,12
929,Maintenance of a Double glazed PVC window,"1,706,353",567,76,2,7
930,Cestovní pojištění AXA,"545,574",5,8,7,14
931,Beijing 2008 - Usain Bolt 9.69 sec World Record 100m,"1,864,049",331,1416,13,3
932,Когда твой худший враг - это ковер,"2,051,016",18663,1807,10,12
933,Pink - I Don't Believe You Official Music Video Sims 2 HD,"671,291",400,119,7,4
934,Stephen Colbert 2011 Commencement Speech at Northwestern University,"1,142,028",7520,105,1,6
935,Funny bear - Cho kaka o,"556,376",98,59,3,2
936,Mister Dakar Doesn’t Want To Weigh Himself | Dakar Rally 2019 Ep.1,"646,832",536,48,7,14
937,Magistral - Consejos para ganar al Poker,"1,529,281",8,10,7,14
938,BMW Crash BENZ ขับรถระวังๆนะครับ เสียดายรถ,"766,364",395,31,0,12
939,رقص وخمر باحدااسطح العماير المطله على الساريه العلم بجده اجانب,"1,348,369",273,695,10,11
940,"Come, habla y sonríe con confianza | Corega Chile | Adhesivos para prótesis dentales","2,630,931",8,3,7,15
941,Survive - Support Small Business - Facebook,"4,440,336",277,53,10,15
942,It's Time.,"1,748,740",5,10,7,15
943,Dog loves ticklish fringe,"943,385",8064,248,10,11
944,"""Terrified"" performed by Didi Benami, written by Kara DioGuardi and Jason Reeves.","1,275,336",4344,59,7,5
945,What happens when you surprise your BF with a boxer puppy?,"681,624",3157,36,10,8
946,Mano Negra - Mala Vida,"18,428,307",38890,1029,7,1
947,Brave Kitten Stands Up to Dog,"45,622,964",98565,38062,3,6
948,Напугали бедолагу,"8,680,501",13589,690,1,6
949,方珈悠嬉水片段.mp4,"45,632,326",4263,9843,3,5
950,Caroline - Status Quo,"5,114,818",7759,171,7,1
951,5 biggest planes in the world,"4,044,462",3746,929,3,4
952,** FREE PSN / STEAM CODES **. Dropping every 250 subscribers!,"731,822",15,43,5,12
953,Охотничий кот,"670,799",5378,3901,10,11
954,HOMEFRONT [Official Trailer],"3,469,160",1551,30,3,8
955,"Lightning hits the sea - HD - Bay of Kotor, Montenegro","3,690,436",8840,394,3,7
956,Funny Cats,"57,324,296",143295,3809,11,2
957,Жилье для инвалида. Ужасы Сыктывкара.,"737,404",1471,212,10,12
958,funniest field set ever in Cricket,"6,502,261",2672,503,13,4
959,Mariah Carey New Years Eve 2016 2017,"2,766,473",2015,2655,10,12
960,Good old days,"1,249,801",10317,145,5,11
961,Finch Frozen to Fence Rescue,"3,702,696",25741,152,10,12
962,"Children Of Bodom - ""In Your Face""","10,945,662",44450,1852,7,1
963,Adam Braidwood vs. Tim Hague,"1,884,834",538,1047,13,12
964,Mercedes Benz Atego truck drift in the snow,"1,654,960",723,168,0,2
965,Racist Woman yelling and demanding to see a white doctor born in Canada.,"1,614,429",6369,2096,1,12
966,2018 - ЛДПР,"10,615,380",2,0,10,12
967,Parfym.se - Ad Q3-4 2019 - 15sec (B),"2,371,993",7,1,7,14
968,Male cry jury with an incredible voice,"27,566,202",55010,1927,7,6
969,Human Turkish Get Up,"21,193,172",13643,2737,13,6
970,bob marley,"23,465,084",40072,1023,7,1
971,Rent A Wheel | Rent A Tire 20th Anniversary Sale,"1,908,813",4,8,7,12
972,BARCS vet tech comforts crying puppy,"805,865",1041,32,10,11
973,Выборы 2018. Шокирующий фильм Никиты Михалкова «Лоботомия»,"2,056,243",5762,28321,9,12
974,Duiosa unica bonita,"21,679,223",13097,1155,4,3
975,Juiceee feat. Milena Ceranic - Bikini,"5,790,939",8173,1653,7,6
976,Anaconda died because of eating another Snake,"7,540,231",1033,237,10,10
977,100 greatest funny videos in the world,"18,742,994",11645,2828,3,5
978,Orbit México - Aeropuerto,"56,145,673",1845,989,6,11
979,JESUS CHRIST IN JURASSIC PARK,"1,133,562",2677,878,11,6
980,"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)","835,947",7495,232,4,12
981,Charlie Charlie Challenge Android,"7,594,484",1473,525,5,10
982,Selfie Domino,"7,135,785",7993,3168,10,12
983,Экстремальная экскурсия PNK,"14,316,983",5944,375,12,12
984,SDCC 2018 D23EXPO LEAK AVENGERS 4 TEASER TRAILER GUARDIANS AND THOR,"902,113",5250,16759,10,12
985,Dogs Charge Police Officer Meridian Idaho David Gomez,"2,271,314",11303,261,9,11
986,„Hipis” - nowa książka Paula Coelho już w księgarniach!,"979,231",11,0,7,13
987,"Лидер вежливых фермеров о концерне ""Покровский""","815,205",5214,1997,10,12
988,Philippe Poutou - On n'est pas touché (clip officiel de campagne à la présidentielle 2017),"502,245",3060,950,11,12
989,Blinker fluid prank,"3,472,449",25739,1535,10,12
990,Champions and Challengers - Adventure Time - Pre-register on Google Play Store,"2,986,914",795,174,5,12
991,ITS Coop Travel - Traumhafte Ferien (kurz),"1,263,044",2,5,14,12
992,It Got Grandma!: Chimp at Zoo Throws Poo in Grandma's Face!,"3,975,037",24800,1387,11,12
993,2017 0401 s10 Toruń Bydgoszcz,"1,273,971",3076,454,3,12
994,Eagles Fan Gets Wrecked by Pole,"706,418",877,40,4,13
995,UltraTap - новости из соцсетей,"498,038",706,1533,10,12
996,CALIFORNIA - MONDAY JUSTICE FEAT. SNOOP DOGG (Official Music Video),"943,248",2949,22,7,12
997,John McEnroe's most famous outburst happened in Stockholm in 1984,"4,853,621",7254,426,13,5
998,Adi Golan's Group - Teaser,"56,578",2,0,7,9
999,Keg tapping goes horribly wrong.,"751,804",3427,313,3,12
1000,LIVE Hurricane Irma - Downtown Orlando - American Safety Council,"554,438",184,8,8,11
